Region,Division,District,BEIS School ID,School Name,Street Address,Municipality,Legislative District,Barangay,Sector,Urban/Ru,Sacl hColaosls Sifuicbactliaosnsification,Modified Curricural Offering Classification
NCR,Marikina City,Marikina City,istrict I406779,"Roosevelt College, Inc.","J.P. Rizal St.,",CITY OF MARIKINA,1st District,MALANDAY,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406780,St. Mark Educational Center,#5 kamagong St. Monti Vista Subd. IVC Marikina City,CITY OF MARIKINA,1st District,INDUSTRIAL VALLEY,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406781,Blessed Hope Christian Academy,"33 Int. A.de Guzman St., Parang Marikina City",CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I406782,C.A. Santos Learning Center,"14 Santisimo Rosario St.,",CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406784,"Charis School, Inc.","Scarlet cor. Maroon St.,",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406786,Holy Trinity School of St. Therese of the Child Jesus,"95 Ipil St., Marikina Heights",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406787,Infant Jesus Academy,"Russet St.,",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406788,Ingenium School,Cream St.,CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I406789,"Jehoshua Academy of Marikina, Inc.",86 Southwest Dao Street,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406790,The Academy of God's Children Foundation,"14 Jasmine St. Twinville Subd. Concepcion Uno, Marikina City",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406791,"Joshua Caleb Christian School, Inc.",Okra corner Kalabasa Street,CITY OF MARIKINA,1st District,TUMANA,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I406792,"Kidstech Learning Center, Inc.",30 Lark Street New Marikina Subd Sta. Elena Marikina,CITY OF MARIKINA,1st District,SANTA ELENA (POB.),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406797,Marikina Christian Integrated School,84 Rainbow St,CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406798,"Marist College, Inc.",83 Champagnat Avenue,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406801,St. Florentine School of Marikina,"36 Chile St.,",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406803,Mother Anna Ventura Sacred Heart Child Care Ctr. Found.,"4 Santan St., Fortune",CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406804,"Mother Goose Playskool & Grade School, Inc.","189 Riverside Drive, Provident Village",CITY OF MARIKINA,1st District,JESUS DE LA PEÃ‘A,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I406805,Mother of Divine Providence School,289 Gen. Ordoñez St.,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406806,"MSH Sisters Academy of Marikina, Inc. (Missionary Sisters of the Sacred Heart","ADcealodse mSayn)tos Ave., Monterey Hills Subd., Fortune",CITY OF MARIKINA,2nd District,FORTUNE,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406807,National Christian Life College,"#3 1st St., Paliparan. Subd. Sto. Nino, Marikina City",CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406808,Our Lady of Perpetual Succor College,Gen. Ordoñez Street,CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406809,Passionist Sisters' School,"81  Tanguile St.,",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406810,"Pathfinder School, Inc.","34 Liwasang Kalayaan cor. Katipunan Sts., Marikina Heights",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I406811,Redeemed in Christ School,"265 C.M. Recto Street, Parang",CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406814,St. Nicholas School of Marikina,Fairlane Road cor Savoy Strret,CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I406815,"St. Paul's Montessori of Marikina, Inc.",38 East Drive,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I406816,St. Scholastica's Academy,"2 West Drive, Marikina Heights",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I406818,Victoria School Foundation,2 Valenzuela St. Marikina Heights,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I407270,"College of Arts and Sciences of Asia & the Pacific - Marikina City, Inc.","Lot 10, Santan Street, Brgy. Fortune, Marikina City",CITY OF MARIKINA,2nd District,FORTUNE,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I407373,"Affordable Private Education Center, Inc. (APEC Schools) -Concepcion Dos BR.","Lot 20, Block 84, J.M. Panganiban Street",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Marikina City,Marikina City,istrict I407455,Montessori Professional College- Marikina,Marcos Highway near cor. Imelda Ave. Marikina,CITY OF MARIKINA,1st District,SAN ROQUE,Private,Urban,Sectarian,Purely SHS
NCR,Marikina City,Marikina City,istrict I408063,"S.M.A.R.T. Eclectic School, Inc.",205 Malaya Street,CITY OF MARIKINA,1st District,MALANDAY,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I408071,"Savant Preparatory Education Center, Inc.","28 Dragon Street, Midtown Subdivision",CITY OF MARIKINA,1st District,SAN ROQUE,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I408607,"Batibot Early Learning Center, Inc.","17 Azucena Street, Olandes",CITY OF MARIKINA,1st District,INDUSTRIAL VALLEY,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I408873,"Young Seed Preschool, Inc.","Lot 6 Block 2 Golden Valley, J. P. Rizal Street",CITY OF MARIKINA,1st District,MALANDAY,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I408937,"MJT Young Achievers Learning Center, Inc.","9 Carnation Street, Minahan",CITY OF MARIKINA,1st District,MALANDAY,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I408938,"Laro, Lapis at Libro, Inc.","6 Mt. Vernon St., Mountainview Village,",CITY OF MARIKINA,1st District,SANTA ELENA (POB.),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I409331,"Drawline Wisdom Learning Center, Inc.",496 Shoe Avenue,CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I409333,"Excellent Brain School of Barangka, Inc.",10-A Bonifacio Avenue,CITY OF MARIKINA,1st District,BARANGKA,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I409335,"Think De Lumine Academy, Inc.","8 Kalayaan Street, Purok 7, Phase 3",CITY OF MARIKINA,1st District,MALANDAY,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484501,Good News Community School Inc,"27 KOrea St., Greenheights Subd.",CITY OF MARIKINA,2nd District,NANGKA,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484503,Integrated School For Young Children,"Lot 5 Block 4 Gil Fernando Avenue, Sto, Nino",CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484506,Marikina Montessori Center,712 JP Rizal St. Concepcion 1,CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484507,"Shecaniah Learning Center, Inc.","36 Mustasa Street, Tumana",CITY OF MARIKINA,2nd District,TUMANA,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484509,"St. Clare School of Parang Marikina, Inc.",53 Tandang Sora St. Parang,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484512,The Learning House Child Development Center,"1 Galaxy St., Meteor Homes Subdivision, Fortune, Marikina Ci",CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484513,"Gentle Angels School, Inc.","Block 2, Lot 12 Rositaville Subdivision",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I484515,"My Playland Learning Center, Inc.",29 R. Magsaysay Street,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484516,"Sta. Clara Academy of Marikina City, Inc.",140 M.H. Del Pilar Street,CITY OF MARIKINA,1st District,CALUMPANG,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I484517,Jesus Christ Sun of Righteousness Church Foundational Learning Center,3 L. de Guzman Street,CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I484519,"San Lorenzo Ruiz de Manila School of Marikina City, Inc.",Greenland Phase 1 Buenmar Ave.,CITY OF MARIKINA,1st District,NANGKA,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Marikina City,Marikina City,istrict I484521,"P.U.S.O. Program Enrichment Center for Early Childhood, Inc.","11 West Drive Marikina Heights, Marikina City",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484524,EL Best Friends Learning Center Incorporated,no.12 Diego Silang street,CITY OF MARIKINA,1st District,SAN ROQUE,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484526,St. John Bosco Learning Center of Marikina,16 Calcite St. Twinriver 2 Subd.,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484527,Tumana Good Seed Christian Academy Inc.,Block 25 Singkamas Street,CITY OF MARIKINA,2nd District,TUMANA,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I484530,IrvingHall School,"61 F. Josef St., Araneta Subd.",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict I484531,"My Kids World Laboratory School, Inc.","#25 West Drive Marikina Heights, Marikina",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484533,"Divine Mercy Child Development Center of Marikina, Inc.","6 Jasmin St., Twinville Subd.",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484536,"King Shepherd Flock Christian Academy, Inc.",17 Saint Paul Street Tierra Vista Heights Nangka Marikina Ci,CITY OF MARIKINA,2nd District,NANGKA,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484538,Little Builders Children's Center,#65  Guerilla St. Sto. Nino Marikina City,CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484542,Saint Pio Learning Center,389 JP Rizal St. Sto. Nino,CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484543,Primemont Science School Inc.,33 R. Palma St.,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484544,DC Integrated School for Early Achievers,"23 Magsaysay St., Parang",CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484545,International Montessori School - Marikina City Corp.,"54 Longhorn St., Rancho Estate I",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484547,Marikina Mustard Seed Christian Academy Inc.,"9 Rodeo Street, Bonanza Horseshoe Subdivision",CITY OF MARIKINA,2nd District,FORTUNE,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484548,"Providence Christian School, Inc.","70 Gonzalo Puyat Street, Loyola Subdivision",CITY OF MARIKINA,1st District,TAÃ‘ONG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484550,"Saint Dominic Savio School -Marikina, Inc.","43 Spring Street, Summerhomes Subdivision",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484552,"Sunrays Learning Center, Inc.",26 F. Torres Street,CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484553,Kinderwood Learning Villa,"27 St. Catherine St. Provident Village, Marikina CIty",CITY OF MARIKINA,1st District,TAÃ‘ONG,Private,Urban,Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484554,Links School for Life,"Lot  1 Blk 9 Monark Avenue, Woodridge Heights Tumana, Mariki",CITY OF MARIKINA,2nd District,TUMANA,Private,Urban,Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484556,Smallville Montessori Inc.,53 Horizon Street North Rim View,CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484559,"Family Montessori Pre-School of Loyola, Inc.","5 Pine Street, New Marikina Subdivision",CITY OF MARIKINA,1st District,SAN ROQUE,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484560,"Great Kids Study Center, Inc.","# 30 Bangkilya Street, Midtown Subdivision, San Roque",CITY OF MARIKINA,1st District,SAN ROQUE,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484565,"Mindz Child Care Center, Inc.",5 Agricultores Street,CITY OF MARIKINA,1st District,SANTO NINO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict I484569,"Affordable Private Education Center, Inc. (APEC Schools)  -Marikina Heights B",.General Ordoñez Avenue,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Sectarian,JHS with SHS
NCR,Marikina City,Marikina City,istrict I484570,"Affordable Private Education Center, Inc. (APEC Schools) -Calumpang BR.",2 F. Calderon corner J.P. Rizal Street,CITY OF MARIKINA,1st District,CALUMPANG,Private,Urban,Sectarian,JHS with SHS
NCR,Marikina City,Marikina City,istrict I600213,Pamantasan ng Lungsod ng Marikina,"Rainbow St. corner Sierra Madre St. SSS Village,",CITY OF MARIKINA,2nd District,CONCEPCION DOS,SUCs/LUCs,Urban,LUC,Purely SHS
NCR,Marikina City,Marikina City,istrict II136677,Nangka ES,"#4 Balubad St., Nangka",CITY OF MARIKINA,2nd District,NANGKA,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136680,Concepcion ES,"16 J. Molina Street, Concepcion I",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136681,Fortune ES,Santan St. Fortune,CITY OF MARIKINA,2nd District,FORTUNE,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136682,H. Bautista ES,"J. P. Rizal St., Concepcion Uno",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136683,Kapitan Moy ES,"Champagnat St., Marikina Heights",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136684,Parang ES,"84 P. Paterno St., Parang, Marikina City",CITY OF MARIKINA,2nd District,PARANG,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136685,SSS Village ES,"Lilac St., Concepcion Dos",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II136686,St. Mary ES,"02 Socorro St., St. Mary Subd., Nangka",CITY OF MARIKINA,2nd District,NANGKA,Public,Urban,DepED Managed,Purely ES
NCR,Marikina City,Marikina City,istrict II305398,Marikina HS,"E. Santos St., Concepcion Uno",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Public,Urban,DepED Managed,JHS with SHS
NCR,Marikina City,Marikina City,istrict II305400,Marikina Heights NHS,"Champagnat St., Marikina Heights",CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Public,Urban,DepED Managed,Purely JHS
NCR,Marikina City,Marikina City,istrict II305404,Parang HS,"55 Tandang Sora St., Parang",CITY OF MARIKINA,2nd District,PARANG,Public,Urban,DepED Managed,JHS with SHS
NCR,Marikina City,Marikina City,istrict II305630,SSS National High School,Lilac corner Sapphire Streets,CITY OF MARIKINA,2nd District,CONCEPCION DOS,Public,Urban,DepED Managed,Purely JHS
NCR,Marikina City,Marikina City,istrict II319901,Nangka HS,"Kabayani Road, Nangka",CITY OF MARIKINA,2nd District,NANGKA,Public,Urban,DepED Managed,JHS with SHS
NCR,Marikina City,Marikina City,istrict II319902,Fortune High School,"Santan St., Fortune Marikina City",CITY OF MARIKINA,2nd District,FORTUNE,Public,Urban,DepED Managed,JHS with SHS
NCR,Marikina City,Marikina City,istrict II408011,Sisters of Charity of Our Lady Mother of Mercy (SCMM) Day Care & Learning,"e3n8 tCear,m Iniac .Street, Twinville Subdivision",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II408329,"Smarter Kiddo Enhancement and Learning Center, Inc.","1 Yellow Bird Street, Strip 70 J. Molina",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II408608,"Cuddly Kiddos Development and Tutorial Center, Inc.",51 Arcellana Homes Champaca Street,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II408611,"Purple Children Learning Academy, Inc.",9 Gomez corner Paterno Street,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II409204,"Little Smart of Nangka Pre-School, Inc.","123 Soliven Street, Green Heights Subdivision, Phase 2",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II409334,"PAREF Pre-Schools, Inc.","22 Zenith Street, North Rim View Park",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II409336,"St. Victoria Montessori School, Inc.","55 Dahlia Street, Jem Subdivision",CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II409337,"Seven S Kiddie School, Inc.",1D Block AH Annadels Subdivision,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II409884,"The Sophia Child Study Center, Inc.","3rd Floor RPJ Building Lilac corner Sapphire Streets, SSS Village",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II409887,"Child's Angel Learning Center, Inc.",140 Tanguile Street,CITY OF MARIKINA,2nd District,FORTUNE,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II410008,"Mater Christi School, Inc.","72 Rodeo Street, Rancho Estate II",CITY OF MARIKINA,2nd District,CONCEPCION DOS,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II484562,"Preparatory Education for Early Learners, Inc.",153 E. Manalo Street,CITY OF MARIKINA,2nd District,CONCEPCION UNO,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II484567,"Koolkidz Learning Center, Inc.",10 Doña Aurora Street,CITY OF MARIKINA,2nd District,PARANG,Private,Urban,Non-Sectarian,Purely ES
NCR,Marikina City,Marikina City,istrict II484568,Berean Crosspointe International (BCI) Marikina Inc.,34 General Ordoñez Street,CITY OF MARIKINA,2nd District,MARIKINA HEIGHTS (CONCEPCION),Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Marikina City,Marikina City,istrict II500052,Concepcion Integrated School,"#805 J. P. Rizal Street, Concepcion I",CITY OF MARIKINA,2nd District,CONCEPCION UNO,Public,Urban,DepED Managed,All Offering (K to 12)
NCR,Makati City,Makati City Di,trict I136689,Guadalupe Viejo ES,Progreso Street,CITY OF MAKATI,2nd District,GUADALUPE VIEJO,Public,Urban,DepED Managed,Purely ES
NCR,Makati City,Makati City Di,trict I136690,Makati ES,279 Gen. Luna Street,CITY OF MAKATI,1st District,POBLACION,Public,Urban,DepED Managed,Purely ES
NCR,Makati City,Makati City Di,trict I136694,Fort Bonifacio ES,J.P. Rizal Extension,CITY OF MAKATI,2nd District,WEST REMBO,Public,Urban,DepED Managed,Purely ES
NCR,Makati City,Makati City Di,trict I136698,West Rembo ES,A. Mabini Street,CITY OF MAKATI,2nd District,WEST REMBO,Public,Urban,DepED Managed,Purely ES
NCR,Makati City,Makati City Di,trict I305406,Makati High School,Gen. Luna Street,CITY OF MAKATI,1st District,POBLACION,Public,Urban,DepED Managed,JHS with SHS
NCR,Makati City,Makati City Di,trict I305407,San Isidro NHS,Borneo Street,CITY OF MAKATI,1st District,SAN ISIDRO,Public,Urban,DepED Managed,Purely JHS
NCR,Makati City,Makati City Di,trict I305409,Gen. Pio del Pilar NHS,"Osias Street, Poblacion",CITY OF MAKATI,1st District,POBLACION,Public,Urban,DepED Managed,Purely JHS
NCR,Makati City,Makati City Di,trict I305410,Makati West HS (Makati Science HS),Kalayaan Avenue Barangay Cembo,CITY OF MAKATI,1st District,POBLACION,Public,Urban,DepED Managed,JHS with SHS
NCR,Makati City,Makati City Di,trict I401016,"AMA Computer College, Inc.-Makati","AMA One Building, 5486 South Superhighway Cor. Hen. Tinio St., Bangkal, Makati City",CITY OF MAKATI,1st District,BANGKAL,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I401027,"AMA Computer Learning Center of Guadalupe Makati City, Inc.","2/F Guadalupe Commercial Complex, Guadalupe EDSA Makati",CITY OF MAKATI,1st District,GUADALUPE NUEVO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I401034,Asia Pacific College,"3 Humabon Place, Magalanes Village",CITY OF MAKATI,1st District,MAGALLANES,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I401059,"Centro Escolar Integrated School, Inc.",", 259 Gil Puyat Avenue",CITY OF MAKATI,1st District,SAN ANTONIO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I401067,"Information and Communications Technology Academy, Inc.",7434 Yakal Street,CITY OF MAKATI,1st District,SAN ANTONIO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I401670,Global City Innovative College,"#444 EDSA PET Plans Tower Annex Bldg., Guadalupe Viejo, Makati",CITY OF MAKATI,1st District,GUADALUPE VIEJO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I401728,"School of Fashion and the Arts (SOFA), Inc.","399 GRND. FLR. ENZO BUILDING, JUPITER ST., BEL-AIR",CITY OF MAKATI,1st District,POBLACION,Private,Urban,Non-Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I406821,"St. Paul College of Makati, Inc.",D.M. Rivera Street,CITY OF MAKATI,1st District,POBLACION,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Makati City,Makati City Di,trict I406822,"Spurgeon School Foundation, Inc.","140 H.V. Dela Costa cor. Tordesillas St., Salcedo Village",CITY OF MAKATI,1st District,BEL-AIR,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Makati City,Makati City Di,trict I406830,"Vicente School of West Rembo, Inc.",31-I G.L. Jaena St.,CITY OF MAKATI,2nd District,WEST REMBO,Private,Urban,Non-Sectarian,Purely ES
NCR,Makati City,Makati City Di,trict I406841,"International Electronics and Technical Institute, Inc.-Makati","4th floor Guadalupe Commercial Complex, EDSA, Guadalupe, Makati City",CITY OF MAKATI,1st District,GUADALUPE NUEVO,Private,Urban,Sectarian,Purely SHS
NCR,Makati City,Makati City Di,trict I406843,Golden Values School,"211 N. Garcia St., Bel-Air Village",CITY OF MAKATI,1st District,BEL-AIR,Private,Urban,Non-Sectarian,Purely ES
NCR,Makati City,Makati City Di,trict I406844,"Colegio de Sta. Rosa - Makati, Inc.","6321 Estrella Street, Rockwell",CITY OF MAKATI,2nd District,GUADALUPE VIEJO,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Makati City,Makati City Di,trict I406846,"Childstart International Bel-Air, Inc.","Paseo de Magallanes Commercial Center, San Antonio St.,",CITY OF MAKATI,1st District,URDANETA,Private,Urban,Non-Sectarian,Purely ES
